Man United,Fulham,West Ham,Aston Villa,Nott'm Forest,Bournemouth,Newcastle,Southampton,Ipswich,Liverpool,Arsenal,Wolves,Everton,Brighton,Brentford,Crystal Palace,Chelsea,Man City,Leicester,Tottenham
56,53,47,57,41,53,60,33,39,86,74,42,51,43,54,50,43,75,49,64
50,50,37,61,54,60,56,32,41,72,60,52,49,59,39,52,47,63,51,63
52,53,47,55,45,51,47,46,48,68,73,52,50,39,64,47,54,64,50,55
60,68,32,56,53,59,51,33,47,59,79,43,39,57,58,61,52,60,44,47
55,49,51,55,47,46,54,34,48,70,88,37,51,48,53,43,65,66,35,61
60,54,40,68,57,61,66,36,54,45,73,54,41,48,59,48,55,53,49,42
46,51,60,49,50,61,59,47,46,48,65,58,49,56,66,63,44,58,47,52
65,44,51,57,61,54,59,34,56,58,64,31,50,55,54,58,59,44,43,58
57,56,36,55,51,55,58,40,43,65,78,58,47,51,49,57,48,66,52,54
53,56,50,57,53,70,40,34,47,64,65,40,45,52,67,60,50,60,39,54
61,61,53,49,61,58,68,36,39,75,55,40,32,59,61,43,58,65,39,58
53,53,39,45,60,69,57,42,31,61,77,36,37,52,70,53,50,59,48,60
52,44,49,45,51,57,66,29,39,65,63,47,46,53,62,49,49,60,53,59
61,48,38,45,48,66,67,27,41,67,74,42,53,54,49,56,55,57,43,54
46,36,56,57,56,46,61,53,30,59,71,55,42,47,60,46,65,54,52,57
51,63,50,60,62,54,55,43,40,49,83,40,42,59,58,48,65,76,34,42
53,66,34,53,60,48,61,37,42,61,74,43,41,57,49,56,64,84,38,47
66,50,44,46,47,55,49,42,34,68,74,59,49,58,55,40,60,63,45,51
49,50,43,52,60,60,54,40,39,65,62,53,34,49,61,54,58,76,46,44
52,48,46,63,57,58,51,32,28,70,63,45,55,47,76,63,47,70,39,46
35,60,46,56,50,67,48,31,32,66,79,44,57,66,46,55,55,66,44,60
55,49,37,55,31,71,60,39,30,72,64,50,54,53,59,50,66,69,49,46
49,57,53,55,69,58,38,38,46,62,74,48,46,39,47,51,62,63,38,58
69,45,51,47,35,52,64,34,37,55,72,49,46,54,60,65,54,66,52,53
41,46,36,49,63,65,53,46,28,67,70,63,38,52,55,53,49,78,37,48
53,48,56,49,49,56,41,34,44,74,58,56,57,64,48,48,44,62,46,64
62,62,49,50,49,64,43,26,38,53,83,50,56,46,41,65,58,58,54,48
51,55,58,55,47,54,59,27,52,85,84,40,46,50,47,50,62,69,27,49
56,52,33,56,48,54,45,43,44,67,64,47,38,56,66,55,70,70,41,55
53,58,45,57,43,54,52,48,44,71,62,39,46,37,50,46,66,83,45,61
55,64,38,51,49,60,50,53,35,59,75,55,37,55,34,55,48,76,43,58
52,51,53,50,35,53,42,44,40,71,71,60,41,43,54,58,55,76,45,63
57,47,48,42,41,68,61,33,45,60,69,62,56,51,37,66,56,67,44,51
47,52,58,49,53,56,62,48,49,43,65,40,49,45,46,67,52,72,29,62
54,38,51,45,54,55,52,54,40,60,75,50,51,53,49,63,52,69,28,53
47,49,51,61,47,38,56,26,45,70,76,39,57,55,37,58,72,65,52,56
61,39,39,40,55,61,56,45,28,77,76,37,52,58,61,55,45,64,42,68
57,44,56,58,55,51,65,31,49,65,64,35,50,52,55,46,51,73,43,49
52,49,50,53,58,59,49,37,28,73,62,63,47,30,38,53,66,76,58,45
58,50,45,51,54,67,48,38,47,59,65,49,51,44,67,61,45,76,35,56
42,54,48,46,38,60,40,44,40,66,79,32,39,61,54,70,61,77,56,56
56,61,52,46,60,52,59,31,32,69,63,36,53,64,52,50,50,64,47,62
60,53,37,41,56,68,48,34,35,68,71,62,55,52,49,58,54,71,42,50
68,38,49,50,52,61,55,37,41,58,79,42,35,42,63,53,66,67,55,42
46,53,53,57,60,49,54,39,43,65,71,53,62,48,44,52,51,69,39,61
46,55,42,58,60,51,64,39,35,71,63,60,38,51,38,55,74,63,36,62
68,42,52,55,58,63,64,31,47,69,46,44,47,54,50,66,64,62,25,71
53,75,46,43,60,63,63,44,38,66,70,42,46,41,48,60,57,59,45,41
55,44,41,56,61,44,55,31,41,70,76,44,43,43,61,55,61,74,43,52
62,47,62,49,48,54,47,36,38,67,68,68,39,50,50,48,56,53,51,61
57,56,41,55,55,60,49,37,28,64,61,38,50,53,58,52,52,74,50,59
55,54,45,52,46,61,57,43,38,64,68,49,47,56,60,54,55,67,42,50
51,43,44,51,50,63,54,27,40,67,58,56,54,60,55,63,55,63,49,57
57,53,47,62,62,55,53,33,44,58,71,37,49,49,47,59,52,58,46,61
57,58,38,67,42,69,48,52,43,58,86,56,36,31,49,72,54,69,37,43
54,37,48,60,61,74,63,42,55,65,73,43,37,50,53,42,57,61,39,47
64,53,46,56,35,61,50,48,52,63,60,50,42,44,58,60,52,66,48,68
55,57,47,61,56,60,61,30,25,68,88,30,41,49,58,62,65,54,40,41
57,56,55,65,56,64,67,39,36,63,60,30,52,49,56,51,60,74,28,57
45,53,36,47,60,65,47,31,45,67,64,52,59,56,55,47,57,66,36,46
64,42,40,42,49,50,66,41,41,69,75,47,43,53,55,71,67,57,44,37
52,47,46,49,51,44,51,52,46,60,80,38,40,55,40,65,54,86,51,50
43,49,35,55,66,43,71,43,37,71,61,44,49,65,52,56,54,65,46,56
46,43,47,45,64,53,56,46,34,58,71,44,39,59,63,66,67,54,49,53
56,49,58,56,42,50,58,43,40,58,74,47,52,63,61,55,45,71,42,41
66,74,63,51,46,53,60,26,30,64,67,48,43,57,40,58,61,73,47,42
51,59,56,54,47,51,49,59,45,58,64,48,53,44,42,48,66,58,40,55
54,68,34,45,55,59,59,45,36,63,59,33,48,56,38,79,56,70,40,53
64,62,52,62,65,66,58,17,55,44,67,47,53,41,49,52,65,55,35,46
63,36,42,58,53,59,40,44,52,75,67,34,43,40,67,66,66,78,37,40
59,58,59,52,52,52,65,33,34,58,84,29,37,55,48,60,55,66,48,55
50,70,37,67,42,52,52,40,34,61,72,41,51,45,58,62,73,64,40,47
59,42,48,41,61,57,63,41,51,54,65,43,41,48,63,45,58,72,50,49
64,51,35,37,65,65,55,53,29,57,72,43,55,43,54,43,67,64,43,61
55,45,45,57,49,63,56,51,39,49,83,51,56,46,55,53,63,57,30,48
61,49,48,61,50,64,53,47,44,70,60,54,40,57,43,35,50,67,49,62
51,52,40,52,58,60,63,45,47,63,74,42,55,47,47,53,55,66,48,41
53,53,51,50,39,59,57,25,44,65,64,52,53,45,52,58,42,71,50,57
63,44,50,47,53,63,49,29,53,67,59,52,45,57,57,37,65,75,41,48
58,66,41,42,45,55,53,46,47,76,71,40,48,44,63,49,56,58,52,48
63,48,53,62,40,49,51,41,41,77,64,49,50,56,50,56,59,71,37,57
55,64,38,44,58,65,59,27,38,68,73,37,51,49,53,53,59,72,47,46
44,52,40,46,50,64,58,35,33,62,99,59,67,49,55,47,57,69,27,56
48,54,39,50,50,68,57,39,52,62,59,57,59,45,42,58,58,69,47,44
50,58,30,46,56,60,58,48,34,64,77,50,54,59,51,59,51,64,39,57
54,70,61,60,44,48,71,45,50,63,66,30,50,45,51,50,59,74,29,48
57,58,48,39,51,66,55,43,55,65,72,44,47,45,37,45,54,75,34,49
64,57,41,63,53,64,52,45,26,70,69,52,42,48,66,58,35,63,36,57
40,58,41,58,55,56,74,37,29,58,70,42,54,56,60,56,67,56,35,60
51,55,31,58,42,74,55,41,52,61,79,49,44,53,47,42,67,72,42,54
48,37,54,53,54,64,60,44,34,74,74,28,47,47,57,59,51,70,47,57
38,46,57,60,64,43,58,42,33,62,60,46,59,33,66,60,52,73,34,66
53,56,27,55,57,58,54,53,36,70,61,41,46,52,51,59,73,73,49,43
54,52,39,33,62,55,49,44,51,68,70,59,39,50,61,69,49,58,48,46
54,59,43,46,44,70,62,33,33,75,75,47,44,40,59,44,53,75,42,68
48,59,40,53,60,54,55,42,53,77,54,37,58,39,53,68,48,58,42,58
66,52,41,49,48,44,51,39,50,44,61,48,49,60,57,60,55,64,49,62
46,47,46,44,65,62,58,25,32,68,78,46,48,44,56,65,62,62,43,66
56,50,63,57,52,55,44,33,49,51,66,38,31,52,48,67,60,83,47,55
63,54,33,53,52,52,61,49,41,72,63,46,46,50,58,72,54,48,44,46
50,57,50,45,58,57,58,43,39,66,59,41,43,64,60,41,55,69,49,59
46,48,39,43,53,57,51,42,42,63,85,59,48,56,66,49,62,55,31,57
59,48,48,69,44,62,60,38,36,65,75,43,49,47,40,61,41,85,42,55
58,52,45,51,40,67,55,36,44,59,64,48,34,61,60,53,51,73,41,58
47,61,50,49,35,59,54,64,30,59,62,40,55,61,55,56,55,62,49,54
63,65,43,60,49,58,49,39,38,65,59,45,56,52,36,66,51,64,45,63
51,43,47,61,54,53,58,47,32,62,73,48,46,43,42,55,67,61,40,55
49,46,52,48,59,58,52,41,43,72,77,34,48,56,56,45,70,61,45,51
71,37,47,55,57,55,45,44,43,63,60,41,50,49,53,59,59,67,53,38
49,50,37,65,46,54,56,39,44,60,73,31,62,58,57,46,49,49,49,63
51,54,54,56,36,55,48,43,52,63,84,43,46,54,55,44,53,66,40,49
48,52,55,42,68,57,45,29,40,69,79,49,48,55,45,58,58,71,35,55
47,42,35,53,56,69,60,44,49,60,74,49,39,62,55,50,38,65,37,65
55,49,39,64,72,59,59,32,32,70,69,43,52,46,50,56,64,48,45,54
54,42,51,51,56,60,50,29,42,74,69,40,56,56,50,51,62,65,34,58
58,48,57,51,57,51,65,19,41,64,71,35,39,43,51,54,69,72,62,54
66,69,57,53,53,55,43,30,41,57,69,35,50,69,56,62,49,60,44,37
62,60,37,57,48,61,55,27,48,64,74,43,43,55,59,59,49,74,40,49
61,48,44,59,54,66,66,36,38,60,70,41,47,36,46,62,55,71,44,57
49,50,54,31,49,65,44,40,41,62,71,42,56,47,64,58,63,75,52,42
64,51,47,57,40,49,54,30,53,69,65,45,64,51,47,63,44,50,42,62
53,39,29,60,41,63,46,28,43,79,80,53,59,59,57,61,55,70,39,42
52,62,41,59,53,61,54,46,52,81,63,50,34,43,53,66,56,63,35,46
50,52,45,34,52,64,50,42,39,73,64,35,57,52,59,57,70,60,40,72
48,49,38,58,63,50,47,38,44,67,81,44,61,52,60,45,50,65,36,61
54,58,46,54,52,48,51,31,41,69,58,49,56,66,46,43,54,64,46,59
45,69,43,43,48,37,57,50,28,54,53,66,40,50,66,65,60,68,42,62
51,45,37,59,49,59,65,35,40,60,85,48,45,52,59,65,55,58,36,61
65,36,44,61,51,41,71,40,47,70,66,44,54,39,59,51,56,66,41,46
53,38,31,54,61,45,50,40,40,77,80,57,43,61,48,62,65,60,35,50
60,53,44,58,53,64,47,37,54,79,68,46,46,40,36,68,59,72,40,53
50,62,47,45,45,49,62,42,39,68,77,36,56,37,61,67,71,64,34,55
42,62,45,53,46,54,62,43,45,64,63,52,47,47,56,58,61,62,49,51
47,40,40,58,59,53,54,47,46,77,82,40,50,50,50,49,45,79,36,66
53,66,45,47,62,57,58,36,33,78,62,54,58,34,46,69,54,60,46,50
53,62,42,55,51,47,54,38,34,73,68,56,46,49,52,49,61,74,53,52
34,58,49,59,65,47,65,42,36,59,51,41,42,40,71,49,72,78,38,59
62,56,34,46,50,55,73,39,33,60,90,49,38,64,41,51,54,65,52,49
59,45,45,39,63,64,57,48,39,59,66,43,52,45,50,61,62,70,40,42
67,51,54,48,46,60,44,39,38,56,68,44,44,58,44,59,54,70,67,48
47,48,39,50,60,55,62,38,54,61,73,37,59,53,60,49,66,55,37,36
45,48,42,58,49,69,69,32,41,60,67,45,47,38,59,57,70,51,46,55
55,52,54,51,56,53,36,34,29,72,68,68,47,41,51,57,72,61,38,52
57,50,39,64,64,60,52,34,34,67,68,51,48,45,58,56,57,69,35,48
52,51,60,48,42,74,72,30,45,50,55,52,51,47,49,52,54,90,36,59
62,59,64,54,65,49,55,19,35,77,63,49,49,49,64,43,38,52,61,63
53,50,44,48,60,53,45,40,37,73,76,47,46,53,43,57,42,64,50,61
56,60,55,42,50,63,59,48,52,54,71,46,48,53,58,37,54,68,39,51
52,47,45,58,61,52,57,35,37,65,57,57,62,50,56,50,54,61,49,52
62,45,50,45,58,58,69,38,42,59,80,47,34,62,49,41,45,63,54,60
62,52,52,67,57,55,55,24,29,71,61,52,50,62,61,44,69,65,36,49
43,62,51,45,55,74,58,27,34,70,79,36,54,50,61,49,67,59,44,40
43,53,43,48,63,52,64,41,44,61,69,47,52,41,61,61,46,72,44,59
35,63,54,49,60,62,60,40,40,70,79,43,34,39,58,52,63,65,28,77
66,42,39,59,62,67,64,29,44,61,75,52,33,51,68,62,57,59,43,34
64,65,59,60,54,46,43,41,39,63,54,49,44,57,59,72,47,60,21,57
70,46,44,54,48,57,51,27,36,71,60,46,44,62,54,70,55,65,44,52
43,57,44,61,37,59,42,46,32,68,45,63,53,60,55,77,47,74,47,55
52,41,58,53,58,49,63,37,35,71,69,50,31,64,37,57,53,58,53,72
43,49,53,50,53,50,64,32,44,65,75,54,60,52,65,49,61,56,37,49
51,41,47,58,56,74,54,28,39,56,72,43,57,46,67,53,67,68,31,48
45,51,42,54,64,64,48,28,42,57,48,59,42,66,51,58,58,66,45,60
61,60,52,57,44,53,58,48,34,54,61,37,61,63,51,60,61,56,37,53
52,76,45,45,56,56,48,40,53,70,69,42,39,56,47,47,57,64,45,53
51,66,46,42,37,64,51,40,34,57,68,56,52,61,52,47,64,64,42,46
57,61,33,63,54,55,55,32,35,62,68,36,61,51,71,73,41,62,39,57
59,50,47,56,48,68,55,39,36,47,78,41,39,62,46,62,72,55,41,57
46,50,52,52,69,54,54,25,35,80,70,46,51,50,55,61,42,55,40,66
57,44,36,33,57,55,64,47,37,52,76,59,51,41,55,64,58,60,50,48
48,63,44,41,61,65,52,47,43,60,64,45,45,23,44,59,58,80,48,64
46,44,46,43,52,60,58,43,44,75,77,37,51,55,46,53,63,53,55,57
56,51,35,62,48,48,60,39,36,73,61,63,55,47,55,55,65,68,38,47
61,50,64,59,58,54,51,41,38,77,71,40,37,48,59,56,56,68,34,43
53,49,56,47,58,62,43,44,22,64,72,40,36,75,67,52,52,59,46,62
62,50,47,44,58,46,52,37,35,59,71,51,39,41,62,64,70,58,45,57
49,55,45,56,66,55,48,40,38,60,79,61,48,38,44,60,47,71,41,65
54,53,44,56,53,56,51,57,33,63,75,43,50,49,54,47,54,48,43,71
56,58,34,51,45,68,62,50,38,68,72,50,53,42,44,49,56,69,45,49
46,69,56,43,56,55,64,43,31,52,82,53,40,48,50,60,51,63,52,48
60,66,45,58,53,47,44,47,50,65,71,47,54,48,47,55,47,75,41,46
57,57,33,61,46,67,55,37,38,68,60,52,48,53,49,48,59,73,35,54
56,51,43,50,65,63,54,40,49,37,62,44,47,52,43,66,62,66,40,61
47,62,42,37,52,63,52,56,51,69,59,46,42,46,61,64,51,70,47,42
67,37,38,61,45,60,65,41,34,52,76,45,49,50,58,48,65,62,48,52
38,67,48,65,42,57,62,33,30,61,64,54,54,51,55,60,57,65,35,55
54,49,44,54,51,55,58,36,50,57,58,38,67,58,52,61,46,71,36,51
61,57,41,39,56,67,54,38,51,80,78,39,51,51,46,45,57,60,42,57
44,50,43,59,68,56,69,45,28,65,63,50,42,49,36,59,55,76,40,60
58,56,45,57,57,53,52,29,44,79,63,55,54,49,44,56,57,78,44,36
38,61,55,43,68,61,52,31,46,69,56,50,47,36,62,62,58,75,43,56
50,39,49,55,43,51,56,33,37,66,77,39,55,49,47,73,64,69,48,71
51,53,38,50,59,56,52,39,33,60,70,52,48,51,52,75,60,66,37,58
44,58,44,49,55,74,30,37,47,76,74,52,44,45,49,64,50,71,40,58
45,48,41,68,49,47,59,35,55,64,90,50,54,50,58,53,40,64,45,44
44,51,44,56,58,69,64,41,32,65,68,65,55,32,47,67,66,63,28,46
58,48,39,54,57,58,52,41,38,78,68,36,50,46,51,53,56,60,42,66
46,49,51,54,57,61,62,43,43,64,65,47,43,50,35,42,65,88,48,49
60,54,46,53,68,56,52,41,36,54,75,45,59,60,47,44,53,73,40,47
46,61,47,58,53,57,54,53,45,64,56,56,45,50,41,58,46,52,54,59
59,47,41,52,69,57,61,28,41,54,51,57,49,55,57,57,61,64,38,70
62,56,41,73,65,49,49,47,48,65,73,37,47,51,66,52,29,75,27,60
48,37,55,53,47,56,43,39,34,69,73,52,46,55,48,45,57,84,42,66
40,52,33,56,59,44,63,42,47,66,68,57,56,39,56,59,48,64,48,57
54,54,50,33,54,61,65,52,43,68,72,38,59,53,69,56,37,50,43,53
60,51,38,61,57,60,53,33,46,65,66,38,55,60,61,70,45,66,36,39
35,64,58,65,55,66,40,38,45,64,71,51,33,43,57,44,65,59,57,49
75,46,56,50,49,48,50,17,41,61,69,50,56,55,55,68,47,66,41,57
50,61,39,51,38,62,77,35,28,60,66,45,47,62,60,59,60,68,40,51
48,47,48,51,55,79,50,37,37,54,71,55,34,46,42,56,62,70,42,65
51,42,28,57,58,65,58,48,33,70,64,53,45,53,61,55,56,64,47,62
48,54,38,54,62,60,63,37,27,63,75,52,50,48,48,58,61,66,37,57
51,35,54,63,49,47,57,43,28,63,75,42,58,59,49,55,57,59,50,66
42,54,40,47,51,62,61,40,49,64,52,37,55,55,70,60,55,74,30,60
54,48,46,54,42,71,60,40,52,70,68,42,50,50,46,49,59,63,44,40
58,46,35,59,54,58,45,58,46,58,74,31,46,51,60,53,54,67,43,52
50,58,59,39,63,55,48,45,29,79,68,50,37,53,62,51,58,62,31,53
56,45,53,59,47,53,53,37,39,79,63,46,39,63,64,61,50,55,45,55
46,51,51,62,60,44,45,42,29,72,61,54,45,66,53,50,61,69,43,46
43,45,42,50,56,71,46,43,40,64,66,51,57,64,61,61,52,62,42,52
60,53,45,55,74,50,74,30,33,71,65,37,51,61,52,48,57,70,44,39
56,56,40,37,49,58,60,40,38,81,65,47,50,55,43,47,61,65,42,67
60,56,51,49,62,65,67,34,38,57,56,54,44,29,66,55,74,70,42,40
50,60,47,54,56,44,63,56,26,65,71,43,66,46,60,46,35,70,39,57
46,51,41,59,64,53,45,34,33,72,67,61,57,53,47,65,57,60,33,59
52,49,45,65,61,59,55,48,39,81,60,43,56,51,48,48,51,72,34,56
68,41,55,50,51,53,55,45,40,72,57,46,43,46,54,74,45,69,32,60
54,54,52,60,54,70,58,48,34,61,68,47,52,43,51,30,61,71,35,57
60,55,46,53,46,54,66,27,39,68,54,42,52,43,45,70,74,51,49,62
59,54,61,50,50,50,52,40,38,72,69,57,32,54,58,49,53,70,53,45
32,45,38,47,57,59,66,32,33,69,75,52,60,47,68,63,50,69,36,56
63,51,35,52,50,60,52,44,36,71,67,48,59,50,63,53,39,71,33,55
59,54,54,51,56,46,43,51,33,68,82,42,46,53,48,62,57,68,43,50
54,43,45,44,59,56,46,31,31,65,92,49,44,56,64,68,58,57,44,46
46,55,38,57,62,61,57,55,33,73,69,37,45,52,57,58,68,60,27,52
58,55,43,46,67,55,55,32,33,60,73,49,49,59,47,43,46,63,37,65
61,56,55,57,53,47,53,36,42,66,71,54,44,52,55,58,49,55,35,57
45,72,35,55,50,60,64,39,24,42,75,42,68,47,55,66,50,63,49,57
56,43,63,52,65,53,56,39,45,53,72,48,32,60,44,62,60,61,46,56
57,47,32,49,45,63,46,35,33,72,84,53,43,63,51,58,48,67,45,71
45,47,30,45,67,59,56,52,32,73,72,39,41,47,69,60,59,70,52,66
63,57,32,45,51,48,60,48,52,70,71,45,55,48,58,36,54,66,44,47
58,52,46,55,43,54,53,39,50,77,74,48,36,59,48,47,52,65,52,50
56,50,45,61,50,50,49,37,57,68,60,46,44,48,62,56,49,68,48,51
53,57,39,50,52,56,53,29,44,60,71,53,53,52,59,55,63,62,52,56
57,48,51,66,57,57,48,41,30,64,65,46,47,35,58,60,51,84,46,48
53,59,39,49,49,61,65,24,40,67,80,42,50,62,56,65,47,73,46,47
53,32,54,44,57,56,64,41,29,65,60,56,53,44,65,47,49,73,44,62
55,38,44,54,55,55,60,36,45,77,64,43,64,35,47,56,57,62,38,68
42,53,57,62,43,67,54,39,44,59,58,49,38,57,49,59,63,65,45,58
41,50,35,55,56,54,40,35,46,67,81,54,49,60,46,58,64,67,37,55
71,61,48,60,47,37,62,43,41,55,79,36,60,35,44,70,59,61,46,54
61,59,34,61,50,55,65,37,50,65,63,40,50,50,49,55,64,68,37,53
49,51,46,56,66,45,58,43,42,70,68,55,48,48,39,62,61,74,36,46
49,57,43,49,52,59,47,45,51,74,68,38,51,54,48,58,54,59,52,56
53,66,44,48,55,59,52,49,30,48,67,51,45,66,51,51,66,72,30,60
56,57,49,52,50,64,73,31,33,40,67,51,50,58,47,51,66,61,49,54
69,59,30,47,60,62,38,33,37,65,69,47,34,44,54,62,63,73,51,67
68,57,51,47,46,72,65,43,48,50,64,40,51,47,46,57,57,70,26,45
52,56,53,64,55,52,60,41,45,60,55,44,51,43,65,51,57,57,41,54
53,42,51,51,45,76,46,25,39,60,73,51,65,52,61,63,59,65,35,53
57,50,50,47,56,68,41,39,37,59,75,51,54,42,51,54,66,66,38,53
59,57,43,51,48,70,69,28,45,58,66,42,46,56,57,49,43,57,49,61
41,61,30,71,50,56,57,61,29,63,48,55,43,60,48,59,58,71,54,55
40,31,39,51,67,60,59,43,44,69,75,45,55,43,69,50,59,72,45,56
63,43,51,46,47,49,58,34,41,61,45,47,45,57,61,58,51,63,60,62
55,40,36,45,44,47,53,36,50,78,66,55,52,68,56,48,51,78,38,59
53,46,48,49,48,53,53,33,62,84,59,49,54,54,40,52,61,64,32,59
54,50,44,56,57,65,67,39,50,69,71,49,47,55,47,56,39,66,39,41
65,42,46,60,36,58,59,46,37,66,76,35,62,43,57,53,48,73,33,47
57,56,46,49,58,58,54,43,35,79,67,45,45,56,46,68,61,53,33,51
46,39,45,54,50,65,52,32,41,82,83,41,51,57,56,59,56,48,42,57
38,55,49,53,59,73,54,41,40,63,61,55,62,56,39,55,58,71,43,47
62,43,47,44,51,69,64,32,38,52,68,42,46,69,62,53,60,55,36,55
50,56,34,48,57,73,54,62,41,55,66,56,43,53,62,70,53,49,29,47
50,65,42,54,56,63,63,35,33,63,59,40,39,47,54,68,60,62,56,53
52,55,42,60,51,61,55,47,28,46,70,55,49,53,58,53,62,56,40,53
50,50,50,66,45,61,42,45,32,61,72,36,49,45,53,73,71,63,42,44
47,59,41,49,65,61,57,36,41,73,74,39,36,49,38,55,68,62,49,58
62,41,47,61,54,43,39,45,46,70,53,54,50,60,52,49,67,67,46,47
54,64,40,71,58,56,39,50,30,68,70,57,45,48,47,55,54,59,39,59
60,52,51,46,49,55,33,44,54,78,64,55,62,47,54,59,57,65,29,43
61,45,48,71,52,63,42,53,25,72,62,50,34,57,48,58,61,54,41,61
47,62,35,66,50,55,67,29,36,61,73,53,48,59,67,35,38,72,37,62
53,56,32,50,46,66,46,44,41,68,69,35,47,37,71,58,67,66,49,55
51,32,37,59,54,67,57,53,41,71,66,37,64,63,55,57,56,52,36,36
57,56,46,55,46,58,32,46,53,71,65,35,45,42,57,57,67,74,38,51
59,53,52,53,39,54,52,51,25,60,54,48,49,52,59,53,58,82,50,54
56,54,37,35,57,75,53,48,30,63,74,56,54,54,63,50,61,53,46,45
67,41,53,53,49,50,54,41,40,67,60,35,62,50,55,54,53,87,35,59
61,35,48,63,61,54,65,28,50,78,67,32,43,44,45,56,63,72,43,53
58,50,34,51,57,65,58,29,40,49,58,48,61,53,47,62,66,72,53,55
38,64,33,51,57,55,59,38,32,70,69,33,61,52,60,59,53,60,46,61
39,48,59,56,46,52,61,32,39,61,61,43,52,43,57,56,59,65,63,50
59,53,47,40,59,57,55,46,27,66,78,38,52,51,58,49,61,65,59,53
44,64,52,62,44,48,58,37,53,69,58,52,49,45,49,38,53,69,56,50
39,40,52,57,66,55,57,40,37,60,71,45,63,37,70,64,57,74,44,35
59,41,32,63,63,60,58,32,28,57,75,42,48,52,56,60,55,78,53,53
63,56,59,69,61,57,57,37,32,61,65,48,49,36,56,44,44,76,44,44
66,39,42,55,52,61,57,36,49,62,66,57,55,64,41,52,61,59,31,55
59,44,44,59,55,62,45,37,40,69,64,53,52,45,55,42,55,69,47,61
54,61,35,52,53,61,61,45,49,61,84,37,36,51,68,58,54,48,35,41
57,45,42,37,53,67,67,46,53,60,65,58,51,54,54,48,53,45,49,47
55,61,47,55,49,55,55,41,45,64,58,40,59,47,57,54,62,70,32,46
39,69,45,49,53,46,63,19,40,68,87,49,34,52,53,53,59,75,47,68
62,66,49,52,53,55,42,48,49,58,58,54,45,58,57,57,49,53,32,60
41,56,60,60,61,56,61,41,29,80,65,38,46,44,55,41,59,60,50,65
52,61,47,52,49,52,51,44,50,73,66,51,44,58,50,46,48,78,42,59
51,58,34,43,55,67,56,32,42,65,63,46,67,42,59,66,64,66,37,40
56,56,46,40,58,64,54,45,42,71,73,46,53,47,60,33,61,52,48,55
53,47,51,54,53,52,43,33,36,71,84,52,47,58,56,51,60,63,50,49
58,42,39,56,60,63,74,41,36,66,81,34,59,43,47,68,52,63,36,50
57,46,59,72,53,51,66,34,41,46,81,38,55,43,50,71,58,67,40,44
50,58,33,61,50,58,56,31,30,70,70,51,57,61,54,45,46,74,55,54
60,55,45,57,57,67,54,33,30,72,66,41,44,45,45,47,62,76,46,55
53,47,37,48,52,53,69,44,44,62,75,45,51,51,60,61,65,49,33,58
54,41,66,64,58,69,56,33,51,57,58,55,36,48,55,51,47,66,32,66
63,51,37,60,55,52,57,38,32,60,67,55,36,62,57,56,57,54,51,54
52,55,36,66,56,62,67,41,41,64,69,46,36,45,59,49,41,72,45,66
61,42,44,56,38,54,62,42,34,72,72,54,61,65,55,48,42,73,36,50
52,42,45,53,36,57,59,41,36,64,82,45,52,47,63,54,63,60,41,52
42,53,40,56,49,63,41,51,39,71,77,53,41,46,60,38,52,61,46,63
38,51,45,62,63,54,58,36,33,65,69,58,57,60,66,39,45,51,50,56
53,52,46,58,62,60,42,40,46,64,74,49,46,53,47,47,50,65,38,58
62,42,50,67,53,61,59,26,33,63,62,56,57,46,61,52,50,61,38,50
50,48,51,62,46,43,59,43,36,56,85,51,48,53,63,59,39,78,53,42
57,48,53,52,48,55,56,33,58,72,66,48,40,43,57,53,60,71,42,41
57,45,37,47,53,64,66,36,43,61,81,53,71,47,44,60,49,59,40,41
66,59,35,62,40,50,65,46,51,57,69,39,54,50,55,59,43,61,55,56
48,56,46,51,52,62,58,44,46,55,70,46,52,54,49,62,49,72,38,52
46,53,35,52,58,57,62,43,35,58,73,47,44,51,46,55,67,62,41,65
65,69,48,46,48,58,51,23,44,57,80,45,41,50,58,63,59,57,43,60
51,62,42,51,58,49,43,41,38,71,68,60,48,46,42,52,73,65,46,44
59,67,52,34,62,50,60,39,29,75,73,53,47,38,48,52,51,72,41,48
55,50,49,46,58,55,73,33,26,64,70,48,46,56,36,58,60,70,48,66
41,58,24,55,59,51,55,51,54,63,57,53,54,38,55,50,63,67,57,52
59,49,46,55,73,51,49,24,47,64,70,44,55,48,48,60,57,60,55,47
58,49,43,39,63,66,61,37,50,76,78,63,48,43,48,42,47,66,41,42
64,58,41,53,45,60,60,30,26,83,60,46,41,42,64,58,54,59,46,60
61,42,38,62,57,76,67,40,27,59,55,50,45,47,48,50,63,80,50,48
64,53,45,63,67,59,62,53,45,70,48,41,52,53,35,61,40,49,36,59
47,51,62,47,54,65,54,32,41,58,72,47,42,45,51,52,58,78,44,55
40,51,50,56,47,69,50,45,39,62,75,62,43,45,54,50,51,80,32,48
40,57,45,48,44,48,59,36,38,65,78,51,41,48,59,69,63,67,36,63
57,44,57,42,57,39,55,43,44,59,55,50,53,34,46,52,66,58,51,76
45,67,52,48,47,49,57,31,56,71,65,56,46,44,58,59,57,68,37,48
53,64,53,40,61,65,69,35,32,65,67,41,40,53,47,56,51,61,43,68
51,48,32,68,51,50,61,28,52,63,58,46,65,50,51,57,42,71,56,54
